LSOA code,lad_code,Year,lsoa_share,predicted_demand_points,latitude,longitude,allocation_tier,capacity_units_per_100
E01000098,E09000002,2026,0.0096586726883932,226.634975007818,51.56047315384616,0.12753732222222222,Routine baseline coverage,0.00707646730730468
E01000099,E09000002,2026,0.0079095193611935,185.5921388558997,51.56210730357143,0.13346007887700534,Routine baseline coverage,0.005794942740242188
E01000100,E09000002,2026,0.0084722432509232,198.79611820168012,51.55907228409091,0.13894735714285714,Routine baseline coverage,0.00620722477289632
E01000101,E09000002,2026,0.0097287998909416,228.2804678524024,51.559220681818175,0.14600754705882354,Routine baseline coverage,0.007127846298207137
E01000102,E09000002,2026,0.008826598152952,207.110843936376,51.55765801282051,0.13225951515151513,Routine baseline coverage,0.0064668443873391055
E01000103,E09000002,2026,0.0084181704746183,197.52733286213763,51.536115214285715,0.16602520634920634,Routine baseline coverage,0.006167608125135089
E01000104,E09000002,2026,0.0096572260545776,226.601030610984,51.53911853333334,0.16581988235294118,Routine baseline coverage,0.0070754074249345655
E01000105,E09000002,2026,0.0111749194671996,262.21279836996825,51.54047242726321,0.1505095158385093,Reserve / spike watch,0.00818735190875965
E01000106,E09000002,2026,0.0108603680204464,254.83203689543825,51.539973622252745,0.15888386607142857,Routine baseline coverage,0.007956894463805604
E01000107,E09000002,2026,0.0067057738794721,157.346971433098,51.54077856547619,0.17325465873015874,Routine baseline coverage,0.004913013532934674
