LSOA code,LSOA_name,longitude,latitude,predicted_demand_points,rolling_3_predicted_demand_points,ridge_predicted_demand_points,recent_12m_mean,uplift_vs_recent_mean,spike_z,allocation_tier,capacity_units_per_100
E01009961,Sandwell 003B,-2.001679643696145,52.5587059488322,7.36031927281717,3.8333333333333335,7.36031927281717,15.083333333333334,-0.5120230316364307,-0.7700586675092369,Routine baseline coverage,0.008220448932608333
E01009692,Coventry 022B,-1.564987696875,52.41770808125,7.302705277368138,8.333333333333334,7.302705277368138,7.291666666666667,0.0015138666104874687,0.001756917077880985,Routine baseline coverage,0.00815610214412846
E01009812,Dudley 043E,-2.081982346825397,52.43689387662338,7.268132903017008,5.333333333333333,7.268132903017008,9.791666666666666,-0.2577225971386885,-0.2967036055055325,Routine baseline coverage,0.008117489629195571
E01008934,Birmingham 105B,-1.859040099713937,52.42771914250742,7.20356872624274,3.1666666666666665,7.20356872624274,14.875,-0.515726472185362,-0.6710569422241088,Routine baseline coverage,0.008045380458604439
E01009854,Dudley 040A,-2.1334711880252097,52.44041863616946,7.200180248150101,5.0,7.200180248150101,12.208333333333334,-0.4102241434962375,-0.6016323170989538,Routine baseline coverage,0.008041596001696072
E01010155,Solihull 026E,-1.7362123409598214,52.39263580411706,7.181591597419052,8.0,7.181591597419052,8.208333333333334,-0.1250852876240749,-0.17406512994767456,Routine baseline coverage,0.008020835074296493
E01010297,Walsall 008D,-2.0076315854166666,52.629372152083334,7.137859263859062,8.833333333333334,7.137859263859062,7.333333333333333,-0.02665555492830962,-0.046347581171353375,Routine baseline coverage,0.007971992163899742
E01009897,Dudley 003B,-2.13218948120915,52.53761205424836,7.1208526755792505,5.0,7.1208526755792505,11.416666666666666,-0.37627567805145246,-0.5816963610294595,Routine baseline coverage,0.007952998179360458
E01009644,Coventry 017B,-1.5409346821078433,52.419330070903364,7.055356780272532,5.833333333333333,7.055356780272532,7.208333333333333,-0.02122218077144067,-0.030750620719189808,Routine baseline coverage,0.007879848409261113
E01010186,Solihull 028D,-1.756715163795518,52.37687457852474,7.018121596498369,5.0,7.018121596498369,9.916666666666666,-0.2922902591766351,-0.5404390535415516,Routine baseline coverage,0.00783826190800128
